number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_dropout,params_layers,params_loss,params_max_lr,params_pct_start,params_weight_decay,params_width,user_attrs_constraint_adjusted_dropout,state
44,1.2756082892417908,2025-10-13 19:21:09.527753,2025-10-13 19:21:14.785688,0 days 00:00:05.257935,gelu,32,0.0,6,mse,0.001968114189484447,0.36895184073613635,9.858630560643098e-05,512,,COMPLETE
45,1.1662078261375428,2025-10-13 19:21:14.879653,2025-10-13 19:21:19.164973,0 days 00:00:04.285320,gelu,64,0.0,6,mse,0.0016476959713720518,0.25830031614152477,0.0002582130549881681,512,,COMPLETE
46,1.1992631614208222,2025-10-13 19:21:19.256189,2025-10-13 19:21:23.014528,0 days 00:00:03.758339,gelu,64,0.0,6,mse,0.0013356975399125167,0.25455786309751416,8.331468501729283e-05,512,,COMPLETE
47,1.230284720659256,2025-10-13 19:21:23.108286,2025-10-13 19:21:26.600251,0 days 00:00:03.491965,gelu,64,0.0,6,mse,0.0016704205546353144,0.25416281075798225,7.386410801875245e-05,512,,COMPLETE
48,1.2549862563610077,2025-10-13 19:21:26.691714,2025-10-13 19:21:29.839899,0 days 00:00:03.148185,gelu,64,0.0,6,mse,0.001803213474498535,0.2563305639725983,8.239342589254807e-05,512,,COMPLETE
49,1.2512575566768647,2025-10-13 19:21:29.932094,2025-10-13 19:21:33.123986,0 days 00:00:03.191892,gelu,64,0.0,6,mse,0.0016556475221904967,0.22441902240665917,5.4677387027645384e-05,512,,COMPLETE
50,1.2303432881832124,2025-10-13 19:21:33.216720,2025-10-13 19:21:37.203975,0 days 00:00:03.987255,gelu,64,0.0,6,mse,0.0013364206648693866,0.2245746695285218,0.00013478989452580682,512,,COMPLETE
51,1.239918977022171,2025-10-13 19:21:37.295636,2025-10-13 19:21:40.838203,0 days 00:00:03.542567,gelu,64,0.0,6,mse,0.0013541487941195413,0.22055142959295593,0.00013425655371715855,512,,COMPLETE
52,1.2716905355453492,2025-10-13 19:21:40.931150,2025-10-13 19:21:44.455764,0 days 00:00:03.524614,gelu,64,0.0,6,mse,0.0014728905818846823,0.2547059849244116,0.0003149256927458979,512,,COMPLETE
53,1.2677118718624114,2025-10-13 19:21:44.548541,2025-10-13 19:21:48.177144,0 days 00:00:03.628603,gelu,64,0.0,6,mse,0.0017058733455179334,0.2674009963994458,0.00011343830635515173,512,,COMPLETE
54,1.2185429275035857,2025-10-13 19:21:48.268581,2025-10-13 19:21:52.171150,0 days 00:00:03.902569,gelu,64,0.0,6,mse,0.0012862530543656394,0.2440588404705595,6.610111704529163e-05,512,,COMPLETE
55,1.2963475048542024,2025-10-13 19:21:52.266091,2025-10-13 19:21:55.454477,0 days 00:00:03.188386,gelu,64,0.0,6,mse,0.0018690705305891746,0.242225156495887,7.241588003849885e-05,512,,COMPLETE
56,1.2286862790584565,2025-10-13 19:21:55.553805,2025-10-13 19:21:59.235032,0 days 00:00:03.681227,gelu,64,0.0,6,mse,0.0016150271638437634,0.24561298790985817,4.047111916500581e-05,512,,COMPLETE
57,1.3016857504844666,2025-10-13 19:21:59.329395,2025-10-13 19:22:02.865061,0 days 00:00:03.535666,gelu,64,0.0,6,mse,0.0012710569865422997,0.2356001817230075,4.067173636978025e-05,512,,COMPLETE
